KUKU -0.36842 6.19232
LBB 27.485 -11.631
LESE 29.7445 -24.4152
MBO -16.9555 14.392
MPG -52.6445 5.11011
NEPA 18.4597 -17.7703
RUDU 19.7648 -17.9096
SPB -47.427 -23.5927
TAM 5.52838 22.7915
WIN 17.1 -22.5667
